community_area,month,primary_type,type_count
39,2025-02-01,CRIMINAL SEXUAL ASSAULT,1
39,2025-02-01,CRIMINAL TRESPASS,1
39,2025-02-01,DECEPTIVE PRACTICE,7
39,2025-02-01,INTIMIDATION,1
39,2025-02-01,MOTOR VEHICLE THEFT,6
39,2025-02-01,NARCOTICS,1
39,2025-02-01,OFFENSE INVOLVING CHILDREN,3
39,2025-02-01,OTHER OFFENSE,11
39,2025-02-01,PUBLIC PEACE VIOLATION,1
39,2025-02-01,ROBBERY,2
39,2025-02-01,THEFT,28
39,2025-02-01,WEAPONS VIOLATION,1
40,2025-01-01,ASSAULT,16
40,2025-01-01,BATTERY,42
40,2025-01-01,BURGLARY,3
40,2025-01-01,CONCEALED CARRY LICENSE VIOLATION,1
40,2025-01-01,CRIMINAL DAMAGE,21
40,2025-01-01,CRIMINAL SEXUAL ASSAULT,3
40,2025-01-01,CRIMINAL TRESPASS,4
40,2025-01-01,DECEPTIVE PRACTICE,6
40,2025-01-01,HOMICIDE,3
40,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,1
40,2025-01-01,KIDNAPPING,1
40,2025-01-01,MOTOR VEHICLE THEFT,16
40,2025-01-01,NARCOTICS,3
40,2025-01-01,OFFENSE INVOLVING CHILDREN,1
40,2025-01-01,OTHER OFFENSE,23
40,2025-01-01,ROBBERY,4
40,2025-01-01,STALKING,4
40,2025-01-01,THEFT,15
40,2025-01-01,WEAPONS VIOLATION,8
40,2025-02-01,ARSON,1
40,2025-02-01,ASSAULT,12
40,2025-02-01,BATTERY,35
40,2025-02-01,BURGLARY,2
40,2025-02-01,CRIMINAL DAMAGE,15
40,2025-02-01,CRIMINAL SEXUAL ASSAULT,1
40,2025-02-01,CRIMINAL TRESPASS,8
40,2025-02-01,DECEPTIVE PRACTICE,9
40,2025-02-01,INTERFERENCE WITH PUBLIC OFFICER,2
40,2025-02-01,MOTOR VEHICLE THEFT,15
40,2025-02-01,NARCOTICS,1
40,2025-02-01,OTHER OFFENSE,9
40,2025-02-01,PUBLIC PEACE VIOLATION,1
40,2025-02-01,ROBBERY,3
40,2025-02-01,THEFT,23
40,2025-02-01,WEAPONS VIOLATION,5
41,2025-01-01,ASSAULT,21
41,2025-01-01,BATTERY,16
41,2025-01-01,BURGLARY,10
41,2025-01-01,CRIMINAL DAMAGE,23
41,2025-01-01,CRIMINAL SEXUAL ASSAULT,2
41,2025-01-01,CRIMINAL TRESPASS,3
41,2025-01-01,DECEPTIVE PRACTICE,20
41,2025-01-01,MOTOR VEHICLE THEFT,18
41,2025-01-01,NARCOTICS,1
41,2025-01-01,OBSCENITY,1
41,2025-01-01,OFFENSE INVOLVING CHILDREN,1
41,2025-01-01,OTHER OFFENSE,11
41,2025-01-01,ROBBERY,3
41,2025-01-01,SEX OFFENSE,1
41,2025-01-01,THEFT,91
41,2025-01-01,WEAPONS VIOLATION,2
41,2025-02-01,ASSAULT,4
41,2025-02-01,BATTERY,14
41,2025-02-01,BURGLARY,4
41,2025-02-01,CRIMINAL DAMAGE,17
41,2025-02-01,CRIMINAL SEXUAL ASSAULT,1
41,2025-02-01,CRIMINAL TRESPASS,5
41,2025-02-01,DECEPTIVE PRACTICE,19
41,2025-02-01,MOTOR VEHICLE THEFT,10
41,2025-02-01,OTHER OFFENSE,10
41,2025-02-01,ROBBERY,3
41,2025-02-01,SEX OFFENSE,1
41,2025-02-01,STALKING,1
41,2025-02-01,THEFT,90
41,2025-02-01,WEAPONS VIOLATION,1
42,2025-01-01,ASSAULT,40
42,2025-01-01,BATTERY,64
42,2025-01-01,BURGLARY,7
42,2025-01-01,CRIMINAL DAMAGE,23
42,2025-01-01,CRIMINAL SEXUAL ASSAULT,3
42,2025-01-01,CRIMINAL TRESPASS,8
42,2025-01-01,DECEPTIVE PRACTICE,15
42,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,1
42,2025-01-01,LIQUOR LAW VIOLATION,1
42,2025-01-01,MOTOR VEHICLE THEFT,17
42,2025-01-01,OBSCENITY,1
42,2025-01-01,OFFENSE INVOLVING CHILDREN,2
42,2025-01-01,OTHER OFFENSE,31
42,2025-01-01,ROBBERY,6
42,2025-01-01,SEX OFFENSE,1
42,2025-01-01,THEFT,53
42,2025-01-01,WEAPONS VIOLATION,11
42,2025-02-01,ASSAULT,20
42,2025-02-01,BATTERY,42
42,2025-02-01,BURGLARY,8
42,2025-02-01,CONCEALED CARRY LICENSE VIOLATION,1
42,2025-02-01,CRIMINAL DAMAGE,21
42,2025-02-01,CRIMINAL SEXUAL ASSAULT,2
42,2025-02-01,CRIMINAL TRESPASS,2
42,2025-02-01,DECEPTIVE PRACTICE,32
42,2025-02-01,HOMICIDE,1
42,2025-02-01,INTERFERENCE WITH PUBLIC OFFICER,1
42,2025-02-01,MOTOR VEHICLE THEFT,17
42,2025-02-01,NARCOTICS,11
42,2025-02-01,OFFENSE INVOLVING CHILDREN,2
42,2025-02-01,OTHER OFFENSE,17
42,2025-02-01,PUBLIC PEACE VIOLATION,1
42,2025-02-01,ROBBERY,1
42,2025-02-01,SEX OFFENSE,5
42,2025-02-01,THEFT,52
42,2025-02-01,WEAPONS VIOLATION,8
43,2025-01-01,ARSON,3
43,2025-01-01,ASSAULT,83
43,2025-01-01,BATTERY,137
43,2025-01-01,BURGLARY,19
43,2025-01-01,CRIMINAL DAMAGE,85
43,2025-01-01,CRIMINAL SEXUAL ASSAULT,5
43,2025-01-01,CRIMINAL TRESPASS,12
43,2025-01-01,DECEPTIVE PRACTICE,28
43,2025-01-01,HOMICIDE,2
43,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,1
43,2025-01-01,MOTOR VEHICLE THEFT,31
43,2025-01-01,NARCOTICS,14
43,2025-01-01,OFFENSE INVOLVING CHILDREN,6
43,2025-01-01,OTHER OFFENSE,52
43,2025-01-01,ROBBERY,18
43,2025-01-01,SEX OFFENSE,2
43,2025-01-01,STALKING,2
43,2025-01-01,THEFT,111
43,2025-01-01,WEAPONS VIOLATION,26
43,2025-02-01,ARSON,1
43,2025-02-01,ASSAULT,62
43,2025-02-01,BATTERY,128
43,2025-02-01,BURGLARY,22
43,2025-02-01,CRIMINAL DAMAGE,61
43,2025-02-01,CRIMINAL SEXUAL ASSAULT,3
43,2025-02-01,CRIMINAL TRESPASS,4
43,2025-02-01,DECEPTIVE PRACTICE,18
43,2025-02-01,INTERFERENCE WITH PUBLIC OFFICER,3
43,2025-02-01,MOTOR VEHICLE THEFT,28
43,2025-02-01,NARCOTICS,8
43,2025-02-01,OFFENSE INVOLVING CHILDREN,2
43,2025-02-01,OTHER OFFENSE,41
43,2025-02-01,PUBLIC PEACE VIOLATION,1
43,2025-02-01,ROBBERY,12
43,2025-02-01,SEX OFFENSE,3
43,2025-02-01,STALKING,4
43,2025-02-01,THEFT,119
43,2025-02-01,WEAPONS VIOLATION,18
44,2025-01-01,ARSON,1
44,2025-01-01,ASSAULT,47
44,2025-01-01,BATTERY,61
44,2025-01-01,BURGLARY,18
44,2025-01-01,CRIMINAL DAMAGE,50
44,2025-01-01,CRIMINAL SEXUAL ASSAULT,2
44,2025-01-01,CRIMINAL TRESPASS,8
44,2025-01-01,DECEPTIVE PRACTICE,18
44,2025-01-01,HOMICIDE,1
44,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,1
44,2025-01-01,MOTOR VEHICLE THEFT,24
44,2025-01-01,NARCOTICS,3
44,2025-01-01,OFFENSE INVOLVING CHILDREN,2
44,2025-01-01,OTHER OFFENSE,41
44,2025-01-01,ROBBERY,20
44,2025-01-01,THEFT,89
44,2025-01-01,WEAPONS VIOLATION,10
44,2025-02-01,ASSAULT,27
44,2025-02-01,BATTERY,70
44,2025-02-01,BURGLARY,16
44,2025-02-01,CRIMINAL DAMAGE,42
44,2025-02-01,CRIMINAL SEXUAL ASSAULT,3
44,2025-02-01,CRIMINAL TRESPASS,7
44,2025-02-01,DECEPTIVE PRACTICE,23
44,2025-02-01,HOMICIDE,1
44,2025-02-01,INTERFERENCE WITH PUBLIC OFFICER,5
44,2025-02-01,MOTOR VEHICLE THEFT,27
44,2025-02-01,NARCOTICS,4
44,2025-02-01,OFFENSE INVOLVING CHILDREN,2
44,2025-02-01,OTHER NARCOTIC VIOLATION,1
44,2025-02-01,OTHER OFFENSE,25
44,2025-02-01,ROBBERY,16
44,2025-02-01,SEX OFFENSE,2
44,2025-02-01,THEFT,125
44,2025-02-01,WEAPONS VIOLATION,11
45,2025-01-01,ARSON,1
45,2025-01-01,ASSAULT,6
45,2025-01-01,BATTERY,14
45,2025-01-01,BURGLARY,6
45,2025-01-01,CRIMINAL DAMAGE,19
45,2025-01-01,CRIMINAL SEXUAL ASSAULT,1
45,2025-01-01,DECEPTIVE PRACTICE,8
45,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,1
45,2025-01-01,MOTOR VEHICLE THEFT,2
45,2025-01-01,NARCOTICS,1
45,2025-01-01,OFFENSE INVOLVING CHILDREN,1
45,2025-01-01,OTHER OFFENSE,6
45,2025-01-01,SEX OFFENSE,2
45,2025-01-01,THEFT,11
45,2025-01-01,WEAPONS VIOLATION,1
45,2025-02-01,ASSAULT,11
45,2025-02-01,BATTERY,14
45,2025-02-01,BURGLARY,3
45,2025-02-01,CRIMINAL DAMAGE,9
45,2025-02-01,CRIMINAL TRESPASS,3
45,2025-02-01,DECEPTIVE PRACTICE,4
45,2025-02-01,MOTOR VEHICLE THEFT,13
45,2025-02-01,OFFENSE INVOLVING CHILDREN,1
45,2025-02-01,OTHER OFFENSE,11
45,2025-02-01,PUBLIC PEACE VIOLATION,1
45,2025-02-01,ROBBERY,7
45,2025-02-01,STALKING,1
45,2025-02-01,THEFT,9
46,2025-01-01,ARSON,4
46,2025-01-01,ASSAULT,32
46,2025-01-01,BATTERY,56
46,2025-01-01,BURGLARY,11
46,2025-01-01,CRIMINAL DAMAGE,39
46,2025-01-01,CRIMINAL SEXUAL ASSAULT,1
46,2025-01-01,CRIMINAL TRESPASS,2
46,2025-01-01,DECEPTIVE PRACTICE,10
46,2025-01-01,HOMICIDE,2
46,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,2
46,2025-01-01,MOTOR VEHICLE THEFT,27
46,2025-01-01,NARCOTICS,6
46,2025-01-01,OBSCENITY,1
46,2025-01-01,OFFENSE INVOLVING CHILDREN,3
46,2025-01-01,OTHER OFFENSE,19
46,2025-01-01,ROBBERY,8
46,2025-01-01,SEX OFFENSE,1
46,2025-01-01,STALKING,1
46,2025-01-01,THEFT,32
46,2025-01-01,WEAPONS VIOLATION,9
46,2025-02-01,ASSAULT,23
46,2025-02-01,BATTERY,50
46,2025-02-01,BURGLARY,13
46,2025-02-01,CONCEALED CARRY LICENSE VIOLATION,1
46,2025-02-01,CRIMINAL DAMAGE,35
46,2025-02-01,CRIMINAL TRESPASS,4
46,2025-02-01,DECEPTIVE PRACTICE,15
46,2025-02-01,HOMICIDE,1
46,2025-02-01,MOTOR VEHICLE THEFT,23
46,2025-02-01,NARCOTICS,2
46,2025-02-01,OFFENSE INVOLVING CHILDREN,2
46,2025-02-01,OTHER NARCOTIC VIOLATION,1
46,2025-02-01,OTHER OFFENSE,24
46,2025-02-01,PUBLIC PEACE VIOLATION,1
46,2025-02-01,ROBBERY,7
46,2025-02-01,THEFT,33
46,2025-02-01,WEAPONS VIOLATION,4
47,2025-01-01,BATTERY,8
47,2025-01-01,BURGLARY,1
47,2025-01-01,CRIMINAL DAMAGE,2
47,2025-01-01,CRIMINAL TRESPASS,1
47,2025-01-01,MOTOR VEHICLE THEFT,1
47,2025-01-01,OFFENSE INVOLVING CHILDREN,1
47,2025-01-01,OTHER OFFENSE,3
47,2025-01-01,ROBBERY,1
47,2025-01-01,THEFT,2
47,2025-01-01,WEAPONS VIOLATION,1
47,2025-02-01,ASSAULT,3
47,2025-02-01,BATTERY,4
47,2025-02-01,CRIMINAL SEXUAL ASSAULT,1
47,2025-02-01,MOTOR VEHICLE THEFT,2
47,2025-02-01,OFFENSE INVOLVING CHILDREN,1
47,2025-02-01,OTHER OFFENSE,2
47,2025-02-01,PUBLIC PEACE VIOLATION,1
47,2025-02-01,ROBBERY,1
47,2025-02-01,SEX OFFENSE,1
47,2025-02-01,THEFT,1
48,2025-01-01,ASSAULT,8
48,2025-01-01,BATTERY,19
48,2025-01-01,CRIMINAL DAMAGE,12
48,2025-01-01,DECEPTIVE PRACTICE,6
48,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,1
48,2025-01-01,MOTOR VEHICLE THEFT,13
48,2025-01-01,OFFENSE INVOLVING CHILDREN,1
48,2025-01-01,OTHER OFFENSE,6
48,2025-01-01,ROBBERY,2
48,2025-01-01,SEX OFFENSE,2
48,2025-01-01,STALKING,2
48,2025-01-01,THEFT,21
48,2025-01-01,WEAPONS VIOLATION,2
48,2025-02-01,ASSAULT,8
48,2025-02-01,BATTERY,22
48,2025-02-01,CRIMINAL DAMAGE,24
48,2025-02-01,CRIMINAL TRESPASS,2
48,2025-02-01,DECEPTIVE PRACTICE,5
48,2025-02-01,MOTOR VEHICLE THEFT,26
48,2025-02-01,OBSCENITY,1
48,2025-02-01,OTHER OFFENSE,7
48,2025-02-01,ROBBERY,1
48,2025-02-01,SEX OFFENSE,2
48,2025-02-01,STALKING,1
48,2025-02-01,THEFT,18
48,2025-02-01,WEAPONS VIOLATION,1
49,2025-01-01,ARSON,1
49,2025-01-01,ASSAULT,33
49,2025-01-01,BATTERY,93
49,2025-01-01,BURGLARY,14
49,2025-01-01,CRIMINAL DAMAGE,68
49,2025-01-01,CRIMINAL SEXUAL ASSAULT,4
49,2025-01-01,CRIMINAL TRESPASS,5
49,2025-01-01,DECEPTIVE PRACTICE,19
49,2025-01-01,HOMICIDE,2
49,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,6
49,2025-01-01,INTIMIDATION,1
49,2025-01-01,MOTOR VEHICLE THEFT,53
49,2025-01-01,NARCOTICS,9
49,2025-01-01,OFFENSE INVOLVING CHILDREN,4
49,2025-01-01,OTHER OFFENSE,61
49,2025-01-01,PROSTITUTION,3
49,2025-01-01,ROBBERY,10
49,2025-01-01,SEX OFFENSE,3
49,2025-01-01,THEFT,74
49,2025-01-01,WEAPONS VIOLATION,12
49,2025-02-01,ARSON,1
49,2025-02-01,ASSAULT,34
49,2025-02-01,BATTERY,67
49,2025-02-01,BURGLARY,10
49,2025-02-01,CRIMINAL DAMAGE,49
49,2025-02-01,CRIMINAL SEXUAL ASSAULT,4
49,2025-02-01,CRIMINAL TRESPASS,3
49,2025-02-01,DECEPTIVE PRACTICE,30
49,2025-02-01,HOMICIDE,3
49,2025-02-01,MOTOR VEHICLE THEFT,37
49,2025-02-01,NARCOTICS,6
49,2025-02-01,OFFENSE INVOLVING CHILDREN,7
49,2025-02-01,OTHER OFFENSE,45
49,2025-02-01,PROSTITUTION,1
49,2025-02-01,PUBLIC PEACE VIOLATION,1
49,2025-02-01,ROBBERY,10
49,2025-02-01,SEX OFFENSE,2
49,2025-02-01,THEFT,58
49,2025-02-01,WEAPONS VIOLATION,12
50,2025-01-01,ASSAULT,12
50,2025-01-01,BATTERY,13
50,2025-01-01,BURGLARY,1
50,2025-01-01,CRIMINAL DAMAGE,7
50,2025-01-01,CRIMINAL SEXUAL ASSAULT,1
50,2025-01-01,CRIMINAL TRESPASS,2
50,2025-01-01,DECEPTIVE PRACTICE,5
50,2025-01-01,MOTOR VEHICLE THEFT,9
50,2025-01-01,NARCOTICS,1
50,2025-01-01,OFFENSE INVOLVING CHILDREN,2
50,2025-01-01,OTHER OFFENSE,6
50,2025-01-01,THEFT,31
50,2025-02-01,ASSAULT,15
50,2025-02-01,BATTERY,11
50,2025-02-01,CRIMINAL DAMAGE,6
50,2025-02-01,CRIMINAL TRESPASS,3
50,2025-02-01,DECEPTIVE PRACTICE,2
50,2025-02-01,INTERFERENCE WITH PUBLIC OFFICER,2
50,2025-02-01,MOTOR VEHICLE THEFT,7
50,2025-02-01,NARCOTICS,2
50,2025-02-01,OTHER OFFENSE,11
50,2025-02-01,THEFT,37
50,2025-02-01,WEAPONS VIOLATION,5
51,2025-01-01,ARSON,1
51,2025-01-01,ASSAULT,12
51,2025-01-01,BATTERY,31
51,2025-01-01,BURGLARY,2
51,2025-01-01,CRIMINAL DAMAGE,14
51,2025-01-01,CRIMINAL TRESPASS,3
51,2025-01-01,DECEPTIVE PRACTICE,6
51,2025-01-01,MOTOR VEHICLE THEFT,12
51,2025-01-01,NARCOTICS,2
51,2025-01-01,OFFENSE INVOLVING CHILDREN,1
51,2025-01-01,OTHER OFFENSE,6
51,2025-01-01,PUBLIC INDECENCY,1
51,2025-01-01,ROBBERY,3
51,2025-01-01,SEX OFFENSE,1
51,2025-01-01,THEFT,42
51,2025-01-01,WEAPONS VIOLATION,4
51,2025-02-01,ASSAULT,10
51,2025-02-01,BATTERY,22
51,2025-02-01,CRIMINAL DAMAGE,22
51,2025-02-01,CRIMINAL TRESPASS,2
51,2025-02-01,DECEPTIVE PRACTICE,12
51,2025-02-01,INTERFERENCE WITH PUBLIC OFFICER,1
51,2025-02-01,MOTOR VEHICLE THEFT,5
51,2025-02-01,NARCOTICS,3
51,2025-02-01,OFFENSE INVOLVING CHILDREN,4
51,2025-02-01,OTHER OFFENSE,7
51,2025-02-01,PUBLIC PEACE VIOLATION,2
51,2025-02-01,ROBBERY,4
51,2025-02-01,SEX OFFENSE,1
51,2025-02-01,THEFT,24
51,2025-02-01,WEAPONS VIOLATION,4
52,2025-01-01,ASSAULT,13
52,2025-01-01,BATTERY,14
52,2025-01-01,CRIMINAL DAMAGE,11
52,2025-01-01,CRIMINAL TRESPASS,2
52,2025-01-01,DECEPTIVE PRACTICE,1
52,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,1
52,2025-01-01,LIQUOR LAW VIOLATION,1
52,2025-01-01,MOTOR VEHICLE THEFT,14
52,2025-01-01,NARCOTICS,3
52,2025-01-01,OFFENSE INVOLVING CHILDREN,3
52,2025-01-01,OTHER OFFENSE,12
52,2025-01-01,ROBBERY,1
52,2025-01-01,THEFT,25
52,2025-01-01,WEAPONS VIOLATION,3
52,2025-02-01,ASSAULT,9
52,2025-02-01,BATTERY,21
52,2025-02-01,BURGLARY,3
52,2025-02-01,CRIMINAL DAMAGE,7
52,2025-02-01,CRIMINAL TRESPASS,2
52,2025-02-01,DECEPTIVE PRACTICE,2
52,2025-02-01,MOTOR VEHICLE THEFT,7
52,2025-02-01,NARCOTICS,1
52,2025-02-01,OFFENSE INVOLVING CHILDREN,1
52,2025-02-01,OTHER OFFENSE,6
52,2025-02-01,PUBLIC PEACE VIOLATION,1
52,2025-02-01,THEFT,21
53,2025-01-01,ARSON,1
53,2025-01-01,ASSAULT,25
53,2025-01-01,BATTERY,35
53,2025-01-01,BURGLARY,5
53,2025-01-01,CRIMINAL DAMAGE,46
53,2025-01-01,CRIMINAL SEXUAL ASSAULT,3
53,2025-01-01,CRIMINAL TRESPASS,4
53,2025-01-01,DECEPTIVE PRACTICE,23
53,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,4
53,2025-01-01,MOTOR VEHICLE THEFT,23
53,2025-01-01,NARCOTICS,8
53,2025-01-01,OFFENSE INVOLVING CHILDREN,2
53,2025-01-01,OTHER OFFENSE,32
53,2025-01-01,ROBBERY,5
53,2025-01-01,STALKING,2
53,2025-01-01,THEFT,39
53,2025-01-01,WEAPONS VIOLATION,7
53,2025-02-01,ARSON,2
53,2025-02-01,ASSAULT,30
53,2025-02-01,BATTERY,50
53,2025-02-01,BURGLARY,7
53,2025-02-01,CRIMINAL DAMAGE,27
53,2025-02-01,CRIMINAL TRESPASS,4
53,2025-02-01,DECEPTIVE PRACTICE,20
53,2025-02-01,HOMICIDE,2
53,2025-02-01,INTERFERENCE WITH PUBLIC OFFICER,4
53,2025-02-01,KIDNAPPING,1
53,2025-02-01,MOTOR VEHICLE THEFT,16
53,2025-02-01,NARCOTICS,5
53,2025-02-01,OFFENSE INVOLVING CHILDREN,1
53,2025-02-01,OTHER OFFENSE,27
53,2025-02-01,PUBLIC PEACE VIOLATION,1
53,2025-02-01,ROBBERY,4
53,2025-02-01,SEX OFFENSE,2
53,2025-02-01,THEFT,40
53,2025-02-01,WEAPONS VIOLATION,8
54,2025-01-01,ARSON,1
54,2025-01-01,ASSAULT,10
54,2025-01-01,BATTERY,27
54,2025-01-01,BURGLARY,1
54,2025-01-01,CRIMINAL DAMAGE,8
54,2025-01-01,CRIMINAL TRESPASS,1
54,2025-01-01,DECEPTIVE PRACTICE,1
54,2025-01-01,HOMICIDE,1
54,2025-01-01,MOTOR VEHICLE THEFT,12
54,2025-01-01,NARCOTICS,1
54,2025-01-01,OFFENSE INVOLVING CHILDREN,2
54,2025-01-01,OTHER OFFENSE,6
54,2025-01-01,PUBLIC PEACE VIOLATION,1
54,2025-01-01,ROBBERY,1
54,2025-01-01,THEFT,11
54,2025-01-01,WEAPONS VIOLATION,2
54,2025-02-01,ARSON,1
54,2025-02-01,ASSAULT,5
54,2025-02-01,BATTERY,17
54,2025-02-01,BURGLARY,1
54,2025-02-01,CRIMINAL DAMAGE,7
54,2025-02-01,CRIMINAL SEXUAL ASSAULT,1
54,2025-02-01,DECEPTIVE PRACTICE,2
54,2025-02-01,MOTOR VEHICLE THEFT,11
54,2025-02-01,OFFENSE INVOLVING CHILDREN,2
54,2025-02-01,OTHER OFFENSE,6
54,2025-02-01,ROBBERY,4
54,2025-02-01,THEFT,12
54,2025-02-01,WEAPONS VIOLATION,4
55,2025-01-01,ASSAULT,7
55,2025-01-01,BATTERY,12
55,2025-01-01,BURGLARY,1
55,2025-01-01,CRIMINAL DAMAGE,6
55,2025-01-01,DECEPTIVE PRACTICE,4
55,2025-01-01,MOTOR VEHICLE THEFT,8
55,2025-01-01,OTHER OFFENSE,9
55,2025-01-01,ROBBERY,1
55,2025-01-01,SEX OFFENSE,1
55,2025-01-01,THEFT,17
55,2025-01-01,WEAPONS VIOLATION,3
55,2025-02-01,ASSAULT,4
55,2025-02-01,BATTERY,6
55,2025-02-01,BURGLARY,2
55,2025-02-01,CRIMINAL DAMAGE,11
55,2025-02-01,CRIMINAL TRESPASS,1
55,2025-02-01,DECEPTIVE PRACTICE,1
55,2025-02-01,KIDNAPPING,1
55,2025-02-01,MOTOR VEHICLE THEFT,12
55,2025-02-01,OTHER OFFENSE,1
55,2025-02-01,SEX OFFENSE,1
55,2025-02-01,THEFT,12
56,2025-01-01,ASSAULT,7
56,2025-01-01,BATTERY,17
56,2025-01-01,BURGLARY,4
56,2025-01-01,CONCEALED CARRY LICENSE VIOLATION,3
56,2025-01-01,CRIMINAL DAMAGE,32
56,2025-01-01,CRIMINAL TRESPASS,1
56,2025-01-01,DECEPTIVE PRACTICE,15
56,2025-01-01,INTERFERENCE WITH PUBLIC OFFICER,1
56,2025-01-01,LIQUOR LAW VIOLATION,1
56,2025-01-01,MOTOR VEHICLE THEFT,17
56,2025-01-01,NARCOTICS,4
56,2025-01-01,OFFENSE INVOLVING CHILDREN,1
56,2025-01-01,OTHER OFFENSE,17
56,2025-01-01,PUBLIC PEACE VIOLATION,2
56,2025-01-01,ROBBERY,8
56,2025-01-01,SEX OFFENSE,1
56,2025-01-01,STALKING,1
56,2025-01-01,THEFT,28
56,2025-01-01,WEAPONS VIOLATION,3
56,2025-02-01,ARSON,1
56,2025-02-01,ASSAULT,10
56,2025-02-01,BATTERY,23
56,2025-02-01,BURGLARY,3
56,2025-02-01,CRIMINAL DAMAGE,24
56,2025-02-01,CRIMINAL SEXUAL ASSAULT,1
56,2025-02-01,CRIMINAL TRESPASS,4
56,2025-02-01,DECEPTIVE PRACTICE,15
56,2025-02-01,INTERFERENCE WITH PUBLIC OFFICER,1
56,2025-02-01,MOTOR VEHICLE THEFT,10
56,2025-02-01,NARCOTICS,3
56,2025-02-01,OFFENSE INVOLVING CHILDREN,2
56,2025-02-01,OTHER OFFENSE,10
56,2025-02-01,PROSTITUTION,1
56,2025-02-01,PUBLIC PEACE VIOLATION,1
56,2025-02-01,ROBBERY,1
56,2025-02-01,THEFT,16
56,2025-02-01,WEAPONS VIOLATION,2
57,2025-01-01,ASSAULT,4
57,2025-01-01,BATTERY,8
57,2025-01-01,BURGLARY,3
57,2025-01-01,CRIMINAL DAMAGE,4
57,2025-01-01,CRIMINAL TRESPASS,2
57,2025-01-01,DECEPTIVE PRACTICE,8
57,2025-01-01,MOTOR VEHICLE THEFT,9
57,2025-01-01,OFFENSE INVOLVING CHILDREN,1
57,2025-01-01,OTHER OFFENSE,6
57,2025-01-01,ROBBERY,4
57,2025-01-01,THEFT,39
57,2025-01-01,WEAPONS VIOLATION,1
57,2025-02-01,ASSAULT,3
57,2025-02-01,BATTERY,16
57,2025-02-01,BURGLARY,5
57,2025-02-01,CRIMINAL DAMAGE,6
57,2025-02-01,CRIMINAL TRESPASS,2
57,2025-02-01,DECEPTIVE PRACTICE,11
57,2025-02-01,MOTOR VEHICLE THEFT,9
57,2025-02-01,NARCOTICS,2
57,2025-02-01,OTHER OFFENSE,6
57,2025-02-01,ROBBERY,1
57,2025-02-01,SEX OFFENSE,1
57,2025-02-01,THEFT,34
57,2025-02-01,WEAPONS VIOLATION,3
58,2025-01-01,ASSAULT,12
58,2025-01-01,BATTERY,26
58,2025-01-01,BURGLARY,6
58,2025-01-01,CRIMINAL DAMAGE,22
58,2025-01-01,CRIMINAL TRESPASS,2
58,2025-01-01,DECEPTIVE PRACTICE,13
58,2025-01-01,MOTOR VEHICLE THEFT,12
58,2025-01-01,NARCOTICS,1
58,2025-01-01,OFFENSE INVOLVING CHILDREN,4
58,2025-01-01,OTHER OFFENSE,10
58,2025-01-01,PUBLIC PEACE VIOLATION,1
58,2025-01-01,ROBBERY,2
58,2025-01-01,THEFT,28
58,2025-01-01,WEAPONS VIOLATION,5
58,2025-02-01,ASSAULT,11
58,2025-02-01,BATTERY,33
58,2025-02-01,BURGLARY,3
58,2025-02-01,CONCEALED CARRY LICENSE VIOLATION,1
58,2025-02-01,CRIMINAL DAMAGE,15
58,2025-02-01,CRIMINAL TRESPASS,4
58,2025-02-01,DECEPTIVE PRACTICE,11
58,2025-02-01,MOTOR VEHICLE THEFT,10
58,2025-02-01,NARCOTICS,1
58,2025-02-01,OTHER OFFENSE,17
58,2025-02-01,ROBBERY,1
58,2025-02-01,THEFT,22
58,2025-02-01,WEAPONS VIOLATION,2
59,2025-01-01,ASSAULT,8
59,2025-01-01,BATTERY,13
59,2025-01-01,BURGLARY,7
59,2025-01-01,CRIMINAL DAMAGE,7
59,2025-01-01,CRIMINAL SEXUAL ASSAULT,1
59,2025-01-01,DECEPTIVE PRACTICE,8
59,2025-01-01,LIQUOR LAW VIOLATION,1
59,2025-01-01,MOTOR VEHICLE THEFT,7
59,2025-01-01,OTHER OFFENSE,4
59,2025-01-01,ROBBERY,5
59,2025-01-01,THEFT,31
59,2025-01-01,WEAPONS VIOLATION,3
59,2025-02-01,ASSAULT,6
59,2025-02-01,BATTERY,8
59,2025-02-01,BURGLARY,1
59,2025-02-01,CRIMINAL DAMAGE,2
59,2025-02-01,CRIMINAL TRESPASS,2
59,2025-02-01,DECEPTIVE PRACTICE,7
59,2025-02-01,MOTOR VEHICLE THEFT,2
59,2025-02-01,NARCOTICS,1
59,2025-02-01,OFFENSE INVOLVING CHILDREN,1
59,2025-02-01,OTHER OFFENSE,2
59,2025-02-01,THEFT,16
59,2025-02-01,WEAPONS VIOLATION,4
60,2025-01-01,ASSAULT,7
60,2025-01-01,BATTERY,21
60,2025-01-01,BURGLARY,8
60,2025-01-01,CRIMINAL DAMAGE,18
60,2025-01-01,CRIMINAL TRESPASS,2
